product_id,product_name,product_price,average_weight_kg,product_category,customer_id,customer_name,product_count,total_amount,historical_amount,customer_start_date,last_transaction_date,transaction_id,transaction_amount,transaction_time
48443,Tortilla(6pck),5.0,0.3,Bakery,359816,Kylie Davis,4,20.0,20.0,5/28/2023,2024-04-17,61a6721c-a04b-46f7-81f0-27dd35b5733d,18.10678701146242,5/6/2024 10:53
44817,White Bread,4.0,0.5,Bakery,972886,Delina Ivanova,3,12.0,12.0,10/11/2021,2024-09-05,39b6d3f7-6f88-4b4c-9e24-4d32f9e7d5be,13.89626486377714,8/15/2024 6:56
60571,Tomato Ketchup,5.5,0.75,Sauce,121533,John Castillo,3,16.5,16.5,2/15/2023,2024-11-18,67591a5b-8291-43ba-b8fe-62a6ca4368bb,17.094912109981948,11/3/2024 3:40
55644,Beef,18.0,1.0,Meat,121533,John Castillo,2,36.0,16.5,2/15/2023,2024-10-21,60102540-053b-41f0-973c-27c463e6724b,35.99101103995503,8/21/2024 17:59
67243,Shredded Cheese(350g),7.0,0.35,Dairy,703094,Leslie Pitts,3,21.0,21.0,3/15/2021,2024-08-25,d578721e-7626-4899-befc-4bc8dc0dd06c,21.72659463644624,9/20/2024 10:29
32815,Eggs(0.5dozen),4.5,0.3,Dairy,972886,Delina Ivanova,2,9.0,12.0,10/11/2021,2024-08-29,09d8c9d7-23e1-4aa9-a1fd-1b77ac3d7d9a,10.769987168051221,9/4/2024 18:07
11013,Cookies,4.25,0.35,Snacks,770025,Matthew Gordon,4,17.0,17.0,7/19/2020,2024-11-10,aadb8ab4-9559-45cb-9339-efefe004665e,16.305984777209424,11/8/2024 13:51
79206,Eggs(1.5dozen),11.25,0.9,Dairy,197461,Kim Scott,3,33.75,33.75,12/1/2020,2024-04-04,c5837fb9-d248-4557-835b-b78d86dcbd48,34.415949501220474,3/15/2024 7:10
38954,Mustard,4.5,0.35,Sauce,703094,Leslie Pitts,3,13.5,21.0,3/15/2021,2024-08-22,66e38bf3-5362-4ac4-aa77-6d80f7701da7,14.823439195443022,8/24/2024 16:32
64629,Peanut Butter,4.5,0.5,Dairy,197461,Kim Scott,1,4.5,33.75,12/1/2020,2024-12-06,d5e75e7d-cd8d-45e4-88ca-8779e85e1952,6.385279432039463,11/21/2024 20:19
24766,Tortilla(10pck),7.5,0.5,Bakery,703094,Leslie Pitts,1,7.5,13.5,3/15/2021,2024-10-06,e457e53a-807e-4fe2-9183-6b180e629cca,6.235062776684957,7/26/2024 7:38
44817,White Bread,4.0,0.5,Bakery,208839,Selvin Furtado,3,12.0,12.0,3/7/2020,2024-04-11,39698c00-b9a5-4936-a1f8-7d97247546c8,13.423632387490128,3/21/2024 5:37
64629,Peanut Butter,4.5,0.5,Dairy,413186,Alison Williams,1,4.5,4.5,12/3/2019,2024-04-08,904b2073-c8e8-4e2b-8e1d-93438924e6f5,3.659984023060909,4/4/2024 1:30
44817,White Bread,4.0,0.5,Bakery,703094,Leslie Pitts,3,12.0,7.5,3/15/2021,2024-10-04,fe5dacd8-8f59-4572-978c-a78786abf89c,11.314851360045589,5/26/2024 9:30
67243,Shredded Cheese(350g),7.0,0.35,Dairy,999944,Cory Simpson,3,21.0,21.0,8/12/2023,2024-04-24,77f0e9ac-9153-42a8-a29d-472acbc57fff,19.47269620313688,5/6/2024 20:09
67243,Shredded Cheese(350g),7.0,0.35,Dairy,586669,Micheal Case,3,21.0,21.0,7/21/2022,2024-06-19,3352fffb-b577-46fa-8eff-859230455c61,21.801452589795026,7/1/2024 6:23
24766,Tortilla(10pck),7.5,0.5,Bakery,121533,John Castillo,1,7.5,36.0,2/15/2023,2024-11-26,4bc37b60-4bcc-4808-a3cb-97f8857f3646,6.675927882362604,9/14/2024 8:46
38402,Onions(5pck),4.0,0.85,Vegetables,954422,Jeffrey Jordan,1,4.0,4.0,2/22/2021,2024-04-24,c4efc048-e5d8-46a9-b9c4-2721ac39dddd,3.7478573886783737,5/21/2024 0:37
48443,Tortilla(6pck),5.0,0.3,Bakery,851488,Neeraj Nagula,4,20.0,20.0,6/25/2021,2024-09-08,35764b7b-5450-4010-850e-a4126c14e4ce,20.287408794042555,8/13/2024 19:05
54229,Brown Bread,5.0,0.5,Bakery,870229,Elizabeth Brown,4,20.0,20.0,12/27/2022,2024-11-02,4753d29c-b3ab-4c28-befd-1cd70cef3b43,20.603199040809784,10/12/2024 15:11
40442,Pork,17.0,1.0,Meat,208839,Selvin Furtado,1,17.0,12.0,3/7/2020,2024-10-10,0f462d63-93c7-41c3-ad6c-5d1a09efd64f,15.820521307619142,10/26/2024 7:34
11561,Mushrooms(350g),3.75,0.35,Vegetables,630214,Richard Barnes,1,3.75,3.75,4/16/2020,2024-11-28,41635db1-4dd4-4bdf-bb1a-15d20a171dc5,4.773576329111229,11/16/2024 18:28
11561,Mushrooms(350g),3.75,0.35,Vegetables,413186,Alison Williams,1,3.75,4.5,12/3/2019,2024-04-25,4b1bc6f7-5570-4f9c-98ba-5c7d552b3fb6,2.8468920183839805,5/21/2024 21:56
54229,Brown Bread,5.0,0.5,Bakery,529181,Xinyue Wang,4,20.0,20.0,11/17/2021,2024-05-20,2bc9b9f7-ffce-46a8-b483-3276cf1e4bbd,19.049971455836626,5/17/2024 23:45
24244,Chicken,16.0,1.0,Meat,197461,Kim Scott,4,64.0,4.5,12/1/2020,2024-11-09,9df8c37c-da96-425b-abc9-d11e98a6a1c4,63.52205774787656,6/6/2024 0:11
24766,Tortilla(10pck),7.5,0.5,Bakery,413186,Alison Williams,1,7.5,3.75,12/3/2019,2024-05-14,ed587b08-405a-4b0d-b1af-cae577009140,8.601700708840571,4/27/2024 18:53
41033,Strawberry Jam,4.75,0.35,Snacks,197461,Kim Scott,2,9.5,64.0,12/1/2020,2024-11-04,cb76ae79-13bd-4c35-a677-08cc14fb27d8,11.302451567919547,8/5/2024 8:59
95501,Eggs(1dozen),7.5,0.6,Dairy,391263,Sandra Gibson,2,15.0,15.0,12/23/2019,2024-06-18,166dfe5b-c7f7-41c8-af75-6bc79dd8b16a,15.0670279934554,6/1/2024 9:41
60571,Tomato Ketchup,5.5,0.75,Sauce,809251,Eric Patterson,3,16.5,16.5,9/17/2023,2024-08-10,85860e4f-77c2-41d5-9c91-1501de3663bd,18.000589267371897,7/31/2024 8:03
11013,Cookies,4.25,0.35,Snacks,197461,Kim Scott,4,17.0,9.5,12/1/2020,2024-12-17,27dbda9f-30d2-4978-8270-a0e99adb8ed4,18.10837704298408,2/25/2024 8:11
55644,Beef,18.0,1.0,Meat,355050,Muskan Sekhri,2,36.0,36.0,9/15/2021,2024-05-07,f1bbb7fb-540f-445f-a3fd-dcd4f9530835,36.20929113819768,5/20/2024 16:37
53022,Rice(4kg),11.0,4.0,Grains,954422,Jeffrey Jordan,2,22.0,4.0,2/22/2021,2024-10-30,71291261-61f4-45f2-ab64-28a41fe451e6,20.60690894189917,10/8/2024 20:44
41033,Strawberry Jam,4.75,0.35,Snacks,754181,James Saunders,2,9.5,9.5,4/6/2023,2024-08-17,fdeb7179-2809-4b2a-bd03-e10948460e22,8.683934107101933,9/10/2024 20:05
48443,Tortilla(6pck),5.0,0.3,Bakery,197461,Kim Scott,4,20.0,17.0,12/1/2020,2024-11-28,fd6b4275-2873-422c-a9e1-84be47e4496e,21.052551341491753,3/11/2024 9:50
98168,Butter(550g),6.0,0.55,Dairy,355050,Muskan Sekhri,3,18.0,36.0,9/15/2021,2024-05-21,ae5abdd3-534a-48e1-928f-dda8f81505fd,16.34589763199008,4/20/2024 22:40
67542,Biscuits,4.5,0.35,Snacks,754181,James Saunders,4,18.0,9.5,4/6/2023,2024-08-20,c3e91373-8730-4d3d-95b9-84aefb7d0d76,18.13904283639144,9/18/2024 9:21
98168,Butter(550g),6.0,0.55,Dairy,703094,Leslie Pitts,3,18.0,12.0,3/15/2021,2024-10-02,d0ae6f50-debf-4372-a685-908047edc1e4,19.212982417635295,1/20/2024 0:18
64629,Peanut Butter,4.5,0.5,Dairy,803204,Michael Morales,1,4.5,4.5,12/13/2021,2024-05-19,e03b8860-a7e9-429e-a70d-7778f1118112,3.4182961765642124,4/21/2024 6:46
24244,Chicken,16.0,1.0,Meat,632553,Michael Romero,4,64.0,64.0,5/21/2021,2024-02-18,cd207d99-9da9-4f21-a0ec-2be83c42415d,64.38080687775641,2/2/2024 3:08
10873,Mayonnaise,6.0,0.5,Sauce,754181,James Saunders,1,6.0,18.0,4/6/2023,2024-10-28,d991a30c-ff2b-44e9-874f-7ca3d526ed13,7.624669141308369,10/10/2024 17:18
55786,Mushrooms(500g),5.25,0.5,Vegetables,197461,Kim Scott,3,15.75,20.0,12/1/2020,2024-12-07,58831b08-31d6-4c40-ac43-0f6a7d59f4c1,15.640267910563011,5/22/2024 8:03
95501,Eggs(1dozen),7.5,0.6,Dairy,586669,Micheal Case,2,15.0,21.0,7/21/2022,2024-07-19,3c27326a-dd27-46e2-a64b-a6764ce22512,14.041291719385551,8/15/2024 18:39
98726,Butter(350g),4.75,0.35,Dairy,359816,Kylie Davis,3,14.25,20.0,5/28/2023,2024-06-17,becd3e1f-720e-4b77-bcdd-812abbf35b8b,12.488896473019157,6/7/2024 20:40
64629,Peanut Butter,4.5,0.5,Dairy,809251,Eric Patterson,1,4.5,16.5,9/17/2023,2024-12-06,ee9804a9-429d-447b-ac60-11b1656d94d4,6.462594014830107,11/8/2024 17:42
10873,Mayonnaise,6.0,0.5,Sauce,770025,Matthew Gordon,1,6.0,17.0,7/19/2020,2024-11-04,ff71a4b7-706c-4666-9ae7-e1d9c5320d3d,5.2729538494362735,8/5/2024 8:59
55644,Beef,18.0,1.0,Meat,972886,Delina Ivanova,2,36.0,9.0,10/11/2021,2024-10-10,f5fddef9-c0ed-4e02-81f5-304d19bb3e5c,34.85430654726861,10/3/2024 15:38
38402,Onions(5pck),4.0,0.85,Vegetables,586669,Micheal Case,1,4.0,15.0,7/21/2022,2024-08-12,5dec7357-6f9f-40fb-8575-a164b8e3753f,3.015149315781653,2/12/2024 4:24
64629,Peanut Butter,4.5,0.5,Dairy,999944,Cory Simpson,1,4.5,21.0,8/12/2023,2024-05-18,86506e79-b7e2-4640-9011-a9f168df47d8,6.2455730020195155,1/21/2024 23:55
44817,White Bread,4.0,0.5,Bakery,703094,Leslie Pitts,3,12.0,18.0,3/15/2021,2024-09-22,3badfdcf-f824-425a-a211-638d9709ae98,12.672425173680525,9/3/2024 20:43
98168,Butter(550g),6.0,0.55,Dairy,809251,Eric Patterson,3,18.0,4.5,9/17/2023,2024-11-11,d90638df-c2a2-4388-9a93-55df570b89fc,19.299889468489912,3/4/2024 14:57
24244,Chicken,16.0,1.0,Meat,972886,Delina Ivanova,4,64.0,36.0,10/11/2021,2024-11-01,7477e844-153e-4133-b8a0-1eb833f5b2ff,62.97901536638725,10/7/2024 4:47
79206,Eggs(1.5dozen),11.25,0.9,Dairy,197461,Kim Scott,3,33.75,15.75,12/1/2020,2024-11-12,8a5d694f-d1f9-4d6b-a595-fdfaf849ad37,35.70274208702097,2/14/2024 4:26
55786,Mushrooms(500g),5.25,0.5,Vegetables,178094,Beth King,3,15.75,15.75,12/5/2020,2024-10-22,d9515b3f-b7d8-4e07-aff2-5f2506292b0e,14.02754001910179,11/12/2024 9:58
72729,Cheese(14pckts),6.5,0.35,Dairy,391263,Sandra Gibson,3,19.5,15.0,12/23/2019,2024-05-16,da31c7c7-1b03-40ac-8176-d179b9c9f070,21.264410456131316,4/3/2024 2:29
48443,Tortilla(6pck),5.0,0.3,Bakery,754181,James Saunders,4,20.0,6.0,4/6/2023,2024-10-06,61735d6e-8e9c-4d4c-a069-d0014167d4bd,18.01245963693843,2/17/2024 11:18
24244,Chicken,16.0,1.0,Meat,972886,Delina Ivanova,4,64.0,64.0,10/11/2021,2024-10-22,aae1a47d-43a0-4053-b3c4-101caab3ee24,63.644096168772435,10/27/2024 6:19
